,...1,GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK,STATE
1,110183,G29000109501001,2.9002E+11,67,5,29
2,110184,G29000109501002,2.9002E+11,61,4,29
3,110185,G29000109501003,2.9002E+11,86,8,29
4,110186,G29000109502001,2.9002E+11,93,9,29
5,110187,G29000109502002,2.9002E+11,85,8,29
6,110188,G29000109502003,2.9002E+11,54,3,29
7,110189,G29000109503001,2.9002E+11,91,9,29
8,110190,G29000109503002,2.9002E+11,95,10,29
9,110191,G29000109503003,2.9002E+11,97,10,29
10,110192,G29000109503004,2.9002E+11,94,9,29
11,110193,G29000109504001,2.9002E+11,74,6,29
12,110194,G29000109504002,2.9002E+11,68,5,29
13,110195,G29000109504003,2.9002E+11,87,8,29
14,110196,G29000109505001,2.9002E+11,47,3,29
15,110197,G29000109505002,2.9002E+11,84,8,29
16,110198,G29000109505003,2.9002E+11,67,5,29
17,110199,G29000109505004,2.9002E+11,83,7,29
18,110200,G29000109505005,2.9002E+11,33,1,29
19,110201,G29000109505006,2.9002E+11,71,6,29
20,110202,G29000109509001,2.9002E+11,82,7,29
21,110203,G29000109509002,2.9002E+11,88,8,29
22,110204,G29000109509003,2.9002E+11,88,8,29
23,110205,G29000109510001,2.9002E+11,GQ-PH,GQ-PH,29
24,110206,G29000109510002,2.9002E+11,GQ-PH,GQ-PH,29
25,110207,G29000109510003,2.9002E+11,GQ-PH,GQ-PH,29
26,110208,G29000300101001,2.9003E+11,49,3,29
27,110209,G29000300101002,2.9003E+11,61,4,29
28,110210,G29000300101003,2.9003E+11,29,1,29
29,110211,G29000300101004,2.9003E+11,46,2,29
30,110212,G29000300102001,2.9003E+11,75,6,29
31,110213,G29000300102002,2.9003E+11,61,4,29
32,110214,G29000300102003,2.9003E+11,82,7,29
33,110215,G29000300102004,2.9003E+11,75,6,29
34,110216,G29000300102005,2.9003E+11,66,5,29
35,110217,G29000300103001,2.9003E+11,75,6,29
36,110218,G29000300103002,2.9003E+11,77,7,29
37,110219,G29000300104001,2.9003E+11,74,6,29
38,110220,G29000300104002,2.9003E+11,62,4,29
39,110221,G29000300104003,2.9003E+11,56,4,29
40,110222,G29000509501001,2.9006E+11,74,6,29
41,110223,G29000509501002,2.9006E+11,91,9,29
42,110224,G29000509501003,2.9006E+11,89,8,29
43,110225,G29000509501004,2.9006E+11,85,8,29
44,110226,G29000509502001,2.9006E+11,82,7,29
45,110227,G29000509502002,2.9006E+11,78,7,29
46,110228,G29000509502003,2.9006E+11,73,6,29
47,110229,G29000709501001,2.9008E+11,95,10,29
48,110230,G29000709501002,2.9008E+11,GQ,GQ,29
49,110231,G29000709501003,2.9008E+11,94,9,29
50,110232,G29000709502001,2.9008E+11,60,4,29
51,110233,G29000709502002,2.9008E+11,97,10,29
52,110234,G29000709502003,2.9008E+11,74,6,29
53,110235,G29000709502004,2.9008E+11,82,7,29
54,110236,G29000709502005,2.9008E+11,76,6,29
55,110237,G29000709503001,2.9008E+11,66,5,29
56,110238,G29000709503002,2.9008E+11,66,5,29
57,110239,G29000709503003,2.9008E+11,56,4,29
58,110240,G29000709504001,2.9008E+11,83,7,29
59,110241,G29000709504002,2.9008E+11,91,9,29
60,110242,G29000709504003,2.9008E+11,88,8,29
61,110243,G29000709505001,2.9008E+11,76,6,29
62,110244,G29000709505002,2.9008E+11,95,10,29
63,110245,G29000709505003,2.9008E+11,85,8,29
64,110246,G29000709505004,2.9008E+11,94,9,29
65,110247,G29000709506001,2.9008E+11,81,7,29
66,110248,G29000709506002,2.9008E+11,71,6,29
67,110249,G29000709507001,2.9008E+11,89,8,29
68,110250,G29000709507002,2.9008E+11,90,9,29
69,110251,G29000709507003,2.9008E+11,93,9,29
70,110252,G29000709507004,2.9008E+11,95,10,29
71,110253,G29000909601001,2.901E+11,82,7,29
72,110254,G29000909601002,2.901E+11,63,5,29
73,110255,G29000909601003,2.901E+11,73,6,29
74,110256,G29000909601004,2.901E+11,57,4,29
75,110257,G29000909601005,2.901E+11,67,5,29
76,110258,G29000909602001,2.901E+11,67,5,29
77,110259,G29000909602002,2.901E+11,89,8,29
78,110260,G29000909602003,2.901E+11,49,3,29
79,110261,G29000909602004,2.901E+11,65,5,29
80,110262,G29000909602005,2.901E+11,81,7,29
81,110263,G29000909603001,2.901E+11,86,8,29
82,110264,G29000909603002,2.901E+11,95,10,29
83,110265,G29000909603003,2.901E+11,85,8,29
84,110266,G29000909603004,2.901E+11,56,4,29
85,110267,G29000909603005,2.901E+11,82,7,29
86,110268,G29000909603006,2.901E+11,76,6,29
87,110269,G29000909604011,2.901E+11,89,8,29
88,110270,G29000909604012,2.901E+11,77,7,29
89,110271,G29000909604013,2.901E+11,80,7,29
90,110272,G29000909604021,2.901E+11,77,7,29
91,110273,G29000909604022,2.901E+11,76,6,29
92,110274,G29000909604023,2.901E+11,86,8,29
93,110275,G29000909605001,2.901E+11,72,6,29
94,110276,G29000909605002,2.901E+11,39,2,29
95,110277,G29000909605003,2.901E+11,84,8,29
96,110278,G29000909605004,2.901E+11,82,7,29
97,110279,G29000909605005,2.901E+11,75,6,29
98,110280,G29000909606001,2.901E+11,58,4,29
99,110281,G29000909606002,2.901E+11,68,5,29
100,110282,G29001109601001,2.9012E+11,72,6,29
101,110283,G29001109601002,2.9012E+11,59,4,29
102,110284,G29001109601003,2.9012E+11,96,10,29
103,110285,G29001109602001,2.9012E+11,63,5,29
104,110286,G29001109602002,2.9012E+11,80,7,29
105,110287,G29001109602003,2.9012E+11,95,10,29
106,110288,G29001109602004,2.9012E+11,59,4,29
107,110289,G29001109603001,2.9012E+11,94,9,29
108,110290,G29001109603002,2.9012E+11,76,6,29
109,110291,G29001109603003,2.9012E+11,60,4,29
110,110292,G29001109603004,2.9012E+11,88,8,29
111,110293,G29001109603005,2.9012E+11,83,7,29
112,110294,G29001300701001,2.90131E+11,55,3,29
113,110295,G29001300701002,2.90131E+11,51,3,29
114,110296,G29001300701003,2.90131E+11,79,7,29
115,110297,G29001300702001,2.90131E+11,78,7,29
116,110298,G29001300702002,2.90131E+11,73,6,29
117,110299,G29001300702003,2.90131E+11,62,4,29
118,110300,G29001300702004,2.90131E+11,63,5,29
119,110301,G29001300703001,2.90131E+11,96,10,29
120,110302,G29001300703002,2.90131E+11,85,8,29
121,110303,G29001300703003,2.90131E+11,73,6,29
122,110304,G29001300703004,2.90131E+11,97,10,29
123,110305,G29001300704001,2.90131E+11,45,2,29
124,110306,G29001300704002,2.90131E+11,94,9,29
125,110307,G29001300704003,2.90131E+11,85,8,29
126,110308,G29001504601001,2.90155E+11,61,4,29
127,110309,G29001504601002,2.90155E+11,58,4,29
128,110310,G29001504601003,2.90155E+11,84,8,29
129,110311,G29001504602001,2.90155E+11,65,5,29
130,110312,G29001504602002,2.90155E+11,81,7,29
131,110313,G29001504603001,2.90155E+11,68,5,29
132,110314,G29001504603002,2.90155E+11,86,8,29
133,110315,G29001504603003,2.90155E+11,91,9,29
134,110316,G29001504604001,2.90155E+11,82,7,29
135,110317,G29001504604002,2.90155E+11,92,9,29
136,110318,G29001504607001,2.90155E+11,69,5,29
137,110319,G29001504607002,2.90155E+11,74,6,29
138,110320,G29001504608001,2.90155E+11,95,10,29
139,110321,G29001504608002,2.90155E+11,60,4,29
140,110322,G29001504608003,2.90155E+11,69,5,29
141,110323,G29001504608004,2.90155E+11,94,9,29
142,110324,G29001709501001,2.9018E+11,67,5,29
143,110325,G29001709501002,2.9018E+11,91,9,29
144,110326,G29001709501003,2.9018E+11,62,4,29
145,110327,G29001709501004,2.9018E+11,62,4,29
146,110328,G29001709502001,2.9018E+11,83,7,29
147,110329,G29001709502002,2.9018E+11,83,7,29
148,110330,G29001709502003,2.9018E+11,93,9,29
149,110331,G29001709502004,2.9018E+11,67,5,29
150,110332,G29001709503001,2.9018E+11,76,6,29
151,110333,G29001709503002,2.9018E+11,74,6,29
152,110334,G29001709503003,2.9018E+11,90,9,29
153,110335,G29001900002001,2.9019E+11,86,8,29
154,110336,G29001900002002,2.9019E+11,81,7,29
155,110337,G29001900003001,2.9019E+11,59,4,29
156,110338,G29001900003002,2.9019E+11,GQ,GQ,29
157,110339,G29001900003003,2.9019E+11,52,3,29
158,110340,G29001900005001,2.9019E+11,69,5,29
159,110341,G29001900005002,2.9019E+11,GQ,GQ,29
160,110342,G29001900006001,2.9019E+11,25,1,29
161,110343,G29001900006002,2.9019E+11,29,1,29
162,110344,G29001900006003,2.9019E+11,48,3,29
163,110345,G29001900006004,2.9019E+11,54,3,29
164,110346,G29001900007001,2.9019E+11,86,8,29
165,110347,G29001900007002,2.9019E+11,78,7,29
166,110348,G29001900007003,2.9019E+11,78,7,29
167,110349,G29001900009001,2.9019E+11,86,8,29
168,110350,G29001900009002,2.9019E+11,93,9,29
169,110351,G29001900010011,2.9019E+11,52,3,29
170,110352,G29001900010012,2.9019E+11,78,7,29
171,110353,G29001900010013,2.9019E+11,52,3,29
172,110354,G29001900010021,2.9019E+11,48,3,29
173,110355,G29001900010022,2.9019E+11,71,6,29
174,110356,G29001900010023,2.9019E+11,64,5,29
175,110357,G29001900011011,2.9019E+11,62,4,29
176,110358,G29001900011012,2.9019E+11,75,6,29
177,110359,G29001900011013,2.9019E+11,67,5,29
178,110360,G29001900011031,2.9019E+11,31,1,29
179,110361,G29001900011032,2.9019E+11,27,1,29
180,110362,G29001900011033,2.9019E+11,72,6,29
181,110363,G29001900011034,2.9019E+11,46,2,29
182,110364,G29001900011041,2.9019E+11,28,1,29
183,110365,G29001900011042,2.9019E+11,29,1,29
184,110366,G29001900011043,2.9019E+11,34,1,29
185,110367,G29001900012011,2.9019E+11,70,6,29
186,110368,G29001900012012,2.9019E+11,33,1,29
187,110369,G29001900012013,2.9019E+11,32,1,29
188,110370,G29001900012014,2.9019E+11,31,1,29
189,110371,G29001900012021,2.9019E+11,36,2,29
190,110372,G29001900012022,2.9019E+11,31,1,29
191,110373,G29001900013001,2.9019E+11,71,6,29
192,110374,G29001900013002,2.9019E+11,65,5,29
193,110375,G29001900014001,2.9019E+11,50,3,29
194,110376,G29001900014002,2.9019E+11,53,3,29
195,110377,G29001900014003,2.9019E+11,66,5,29
196,110378,G29001900014004,2.9019E+11,63,5,29
197,110379,G29001900015021,2.9019E+11,84,8,29
198,110380,G29001900015022,2.9019E+11,82,7,29
199,110381,G29001900015023,2.9019E+11,77,7,29
200,110382,G29001900015024,2.9019E+11,60,4,29
201,110383,G29001900015031,2.9019E+11,60,4,29
202,110384,G29001900015032,2.9019E+11,80,7,29
203,110385,G29001900015033,2.9019E+11,71,6,29
204,110386,G29001900015041,2.9019E+11,56,4,29
205,110387,G29001900015042,2.9019E+11,70,6,29
206,110388,G29001900015043,2.9019E+11,61,4,29
207,110389,G29001900015044,2.9019E+11,75,6,29
208,110390,G29001900016011,2.9019E+11,63,5,29
209,110391,G29001900016012,2.9019E+11,53,3,29
210,110392,G29001900016013,2.9019E+11,65,5,29
211,110393,G29001900016021,2.9019E+11,40,2,29
212,110394,G29001900016022,2.9019E+11,26,1,29
213,110395,G29001900017011,2.9019E+11,40,2,29
214,110396,G29001900017012,2.9019E+11,51,3,29
215,110397,G29001900017013,2.9019E+11,34,2,29
216,110398,G29001900017021,2.9019E+11,36,2,29
217,110399,G29001900017022,2.9019E+11,30,1,29
218,110400,G29001900018031,2.9019E+11,58,4,29
219,110401,G29001900018032,2.9019E+11,28,1,29
220,110402,G29001900018033,2.9019E+11,49,3,29
221,110403,G29001900018051,2.9019E+11,40,2,29
222,110404,G29001900018052,2.9019E+11,19,1,29
223,110405,G29001900018053,2.9019E+11,40,2,29
224,110406,G29001900019011,2.9019E+11,53,3,29
225,110407,G29001900019012,2.9019E+11,38,2,29
226,110408,G29001900019021,2.9019E+11,76,6,29
227,110409,G29001900019022,2.9019E+11,53,3,29
228,110410,G29001900019023,2.9019E+11,49,3,29
229,110411,G29001900019024,2.9019E+11,52,3,29
230,110412,G29001900020001,2.9019E+11,66,5,29
231,110413,G29001900020002,2.9019E+11,72,6,29
232,110414,G29001900020003,2.9019E+11,80,7,29
233,110415,G29001900020004,2.9019E+11,58,4,29
234,110416,G29001900021001,2.9019E+11,95,10,29
235,110417,G29001900021002,2.9019E+11,94,9,29
236,110418,G29001900021003,2.9019E+11,72,6,29
237,110419,G29001900022001,2.9019E+11,GQ,GQ,29
238,110420,G29001900022002,2.9019E+11,GQ-PH,GQ-PH,29
239,110421,G29001900022003,2.9019E+11,GQ-PH,GQ-PH,29
240,110422,G29002100001001,2.9021E+11,21,1,29
241,110423,G29002100001002,2.9021E+11,52,3,29
242,110424,G29002100002001,2.9021E+11,56,4,29
243,110425,G29002100002002,2.9021E+11,44,2,29
244,110426,G29002100002003,2.9021E+11,66,5,29
245,110427,G29002100003001,2.9021E+11,87,8,29
246,110428,G29002100003002,2.9021E+11,83,7,29
247,110429,G29002100004001,2.9021E+11,87,8,29
248,110430,G29002100004002,2.9021E+11,94,9,29
249,110431,G29002100005001,2.9021E+11,73,6,29
250,110432,G29002100005002,2.9021E+11,46,2,29
251,110433,G29002100005003,2.9021E+11,89,8,29
252,110434,G29002100006001,2.9021E+11,59,4,29
253,110435,G29002100006002,2.9021E+11,66,5,29
254,110436,G29002100006003,2.9021E+11,GQ,GQ,29
255,110437,G29002100007011,2.9021E+11,47,3,29
256,110438,G29002100007012,2.9021E+11,GQ,GQ,29
257,110439,G29002100007021,2.9021E+11,58,4,29
258,110440,G29002100007022,2.9021E+11,75,6,29
259,110441,G29002100007023,2.9021E+11,65,5,29
260,110442,G29002100009001,2.9021E+11,83,7,29
261,110443,G29002100009002,2.9021E+11,88,8,29
262,110444,G29002100009003,2.9021E+11,88,8,29
263,110445,G29002100009004,2.9021E+11,76,6,29
264,110446,G29002100009005,2.9021E+11,68,5,29
265,110447,G29002100010001,2.9021E+11,90,9,29
266,110448,G29002100010002,2.9021E+11,94,9,29
267,110449,G29002100010003,2.9021E+11,93,9,29
268,110450,G29002100011001,2.9021E+11,60,4,29
269,110451,G29002100011002,2.9021E+11,96,10,29
270,110452,G29002100011003,2.9021E+11,98,10,29
271,110453,G29002100012001,2.9021E+11,93,9,29
272,110454,G29002100012002,2.9021E+11,98,10,29
273,110455,G29002100015001,2.9021E+11,74,6,29
274,110456,G29002100015002,2.9021E+11,67,5,29
275,110457,G29002100015003,2.9021E+11,75,6,29
276,110458,G29002100015004,2.9021E+11,70,6,29
277,110459,G29002100015005,2.9021E+11,93,9,29
278,110460,G29002100016001,2.9021E+11,82,7,29
279,110461,G29002100016002,2.9021E+11,77,7,29
280,110462,G29002100016003,2.9021E+11,78,7,29
281,110463,G29002100017001,2.9021E+11,80,7,29
282,110464,G29002100017002,2.9021E+11,65,5,29
283,110465,G29002100018001,2.9021E+11,70,6,29
284,110466,G29002100018002,2.9021E+11,75,6,29
285,110467,G29002100018003,2.9021E+11,82,7,29
286,110468,G29002100021001,2.9021E+11,73,6,29
287,110469,G29002100021002,2.9021E+11,80,7,29
288,110470,G29002100021003,2.9021E+11,89,8,29
289,110471,G29002100022001,2.9021E+11,45,2,29
290,110472,G29002100023001,2.9021E+11,89,8,29
291,110473,G29002100023002,2.9021E+11,68,5,29
292,110474,G29002100023003,2.9021E+11,70,6,29
293,110475,G29002100024001,2.9021E+11,94,9,29
294,110476,G29002100024002,2.9021E+11,83,7,29
295,110477,G29002100025001,2.9021E+11,94,9,29
296,110478,G29002100025002,2.9021E+11,92,9,29
297,110479,G29002100025003,2.9021E+11,85,8,29
298,110480,G29002100027001,2.9021E+11,30,1,29
299,110481,G29002100027002,2.9021E+11,37,2,29
300,110482,G29002100028001,2.9021E+11,33,1,29
301,110483,G29002100028002,2.9021E+11,52,3,29
302,110484,G29002100028003,2.9021E+11,54,3,29
303,110485,G29002100028004,2.9021E+11,58,4,29
304,110486,G29002100028005,2.9021E+11,60,4,29
305,110487,G29002100029001,2.9021E+11,94,9,29
306,110488,G29002100029002,2.9021E+11,57,4,29
307,110489,G29002100029003,2.9021E+11,67,5,29
308,110490,G29002100030001,2.9021E+11,98,10,29
309,110491,G29002100030002,2.9021E+11,91,9,29
310,110492,G29002100030003,2.9021E+11,95,10,29
311,110493,G29002100030004,2.9021E+11,85,8,29
312,110494,G29002309501001,2.9024E+11,62,4,29
313,110495,G29002309501002,2.9024E+11,65,5,29
314,110496,G29002309501003,2.9024E+11,52,3,29
315,110497,G29002309501004,2.9024E+11,76,6,29
316,110498,G29002309502011,2.9024E+11,66,5,29
317,110499,G29002309502012,2.9024E+11,65,5,29
318,110500,G29002309502013,2.9024E+11,39,2,29
319,110501,G29002309502021,2.9024E+11,73,6,29
320,110502,G29002309502022,2.9024E+11,77,7,29
321,110503,G29002309502023,2.9024E+11,72,6,29
322,110504,G29002309503001,2.9024E+11,64,5,29
323,110505,G29002309503002,2.9024E+11,63,5,29
324,110506,G29002309503003,2.9024E+11,70,6,29
325,110507,G29002309503004,2.9024E+11,77,7,29
326,110508,G29002309503005,2.9024E+11,73,6,29
327,110509,G29002309503006,2.9024E+11,82,7,29
328,110510,G29002309504001,2.9024E+11,85,8,29
329,110511,G29002309504002,2.9024E+11,98,10,29
330,110512,G29002309504003,2.9024E+11,96,10,29
331,110513,G29002309504004,2.9024E+11,99,10,29
332,110514,G29002309505001,2.9024E+11,99,10,29
333,110515,G29002309505002,2.9024E+11,94,9,29
334,110516,G29002309505003,2.9024E+11,GQ,GQ,29
335,110517,G29002309506001,2.9024E+11,87,8,29
336,110518,G29002309506002,2.9024E+11,91,9,29
337,110519,G29002309506003,2.9024E+11,75,6,29
338,110520,G29002309506004,2.9024E+11,87,8,29
339,110521,G29002309507001,2.9024E+11,97,10,29
340,110522,G29002309507002,2.9024E+11,98,10,29
341,110523,G29002309507003,2.9024E+11,97,10,29
342,110524,G29002309508001,2.9024E+11,95,10,29
343,110525,G29002309508002,2.9024E+11,72,6,29
344,110526,G29002309509001,2.9024E+11,84,8,29
345,110527,G29002309509002,2.9024E+11,83,7,29
346,110528,G29002309509003,2.9024E+11,87,8,29
347,110529,G29002309509004,2.9024E+11,99,10,29
348,110530,G29002509501001,2.9026E+11,65,5,29
349,110531,G29002509501002,2.9026E+11,83,7,29
350,110532,G29002509501003,2.9026E+11,79,7,29
351,110533,G29002509501004,2.9026E+11,90,9,29
352,110534,G29002509502001,2.9026E+11,64,5,29
353,110535,G29002509502002,2.9026E+11,86,8,29
354,110536,G29002509502003,2.9026E+11,82,7,29
355,110537,G29002509502004,2.9026E+11,63,5,29
356,110538,G29002509502005,2.9026E+11,59,4,29
357,110539,G29002509502006,2.9026E+11,87,8,29
358,110540,G29002700701001,2.90271E+11,50,3,29
359,110541,G29002700701002,2.90271E+11,42,2,29
360,110542,G29002700701003,2.90271E+11,56,4,29
361,110543,G29002700701004,2.90271E+11,83,7,29
362,110544,G29002700702001,2.90271E+11,70,6,29
363,110545,G29002700702002,2.90271E+11,57,4,29
364,110546,G29002700702003,2.90271E+11,66,5,29
365,110547,G29002700702004,2.90271E+11,64,5,29
366,110548,G29002700703001,2.90271E+11,69,5,29
367,110549,G29002700703002,2.90271E+11,63,5,29
368,110550,G29002700703003,2.90271E+11,GQ,GQ,29
369,110551,G29002700703004,2.90271E+11,76,6,29
370,110552,G29002700703005,2.90271E+11,GQ,GQ,29
371,110553,G29002700703006,2.90271E+11,PH,PH,29
372,110554,G29002700704001,2.90271E+11,92,9,29
373,110555,G29002700704002,2.90271E+11,GQ,GQ,29
374,110556,G29002700704003,2.90271E+11,78,7,29
375,110557,G29002700704004,2.90271E+11,95,10,29
376,110558,G29002700704005,2.90271E+11,64,5,29
377,110559,G29002700705001,2.90271E+11,51,3,29
378,110560,G29002700705002,2.90271E+11,40,2,29
379,110561,G29002700705003,2.90271E+11,59,4,29
380,110562,G29002700705004,2.90271E+11,56,4,29
381,110563,G29002700706001,2.90271E+11,44,2,29
382,110564,G29002700706002,2.90271E+11,51,3,29
383,110565,G29002700706003,2.90271E+11,58,4,29
384,110566,G29002700706004,2.90271E+11,39,2,29
385,110567,G29002700706005,2.90271E+11,72,6,29
386,110568,G29002700707001,2.90271E+11,53,3,29
387,110569,G29002700707002,2.90271E+11,65,5,29
388,110570,G29002700707003,2.90271E+11,54,3,29
389,110571,G29002700708001,2.90271E+11,57,4,29
390,110572,G29002700708002,2.90271E+11,65,5,29
391,110573,G29002700708003,2.90271E+11,66,5,29
392,110574,G29002909501001,2.903E+11,40,2,29
393,110575,G29002909501002,2.903E+11,41,2,29
394,110576,G29002909502001,2.903E+11,42,2,29
395,110577,G29002909502002,2.903E+11,52,3,29
396,110578,G29002909502003,2.903E+11,43,2,29
397,110579,G29002909502004,2.903E+11,45,2,29
398,110580,G29002909502005,2.903E+11,32,1,29
399,110581,G29002909503001,2.903E+11,55,3,29
400,110582,G29002909503002,2.903E+11,41,2,29
401,110583,G29002909504001,2.903E+11,48,3,29
402,110584,G29002909504002,2.903E+11,63,5,29
403,110585,G29002909505001,2.903E+11,82,7,29
404,110586,G29002909505002,2.903E+11,66,5,29
405,110587,G29002909505003,2.903E+11,81,7,29
406,110588,G29002909506001,2.903E+11,66,5,29
407,110589,G29002909506002,2.903E+11,45,2,29
408,110590,G29002909507001,2.903E+11,57,4,29
409,110591,G29002909507002,2.903E+11,54,3,29
410,110592,G29002909507003,2.903E+11,41,2,29
411,110593,G29002909508001,2.903E+11,56,4,29
412,110594,G29002909508002,2.903E+11,74,6,29
413,110595,G29002909508003,2.903E+11,55,3,29
414,110596,G29002909508004,2.903E+11,58,4,29
415,110597,G29002909508005,2.903E+11,46,2,29
416,110598,G29002909509001,2.903E+11,60,4,29
417,110599,G29002909509002,2.903E+11,86,8,29
418,110600,G29002909511001,2.903E+11,30,1,29
419,110601,G29002909511002,2.903E+11,55,3,29
420,110602,G29002909512001,2.903E+11,41,2,29
421,110603,G29002909512002,2.903E+11,44,2,29
422,110604,G29003108801001,2.90319E+11,52,3,29
423,110605,G29003108801002,2.90319E+11,68,5,29
424,110606,G29003108801003,2.90319E+11,56,4,29
425,110607,G29003108801004,2.90319E+11,57,4,29
426,110608,G29003108801005,2.90319E+11,62,4,29
427,110609,G29003108802001,2.90319E+11,59,4,29
428,110610,G29003108802002,2.90319E+11,41,2,29
429,110611,G29003108802003,2.90319E+11,53,3,29
430,110612,G29003108803001,2.90319E+11,54,3,29
431,110613,G29003108803002,2.90319E+11,71,6,29
432,110614,G29003108803003,2.90319E+11,91,9,29
433,110615,G29003108803004,2.90319E+11,60,4,29
434,110616,G29003108804001,2.90319E+11,57,4,29
435,110617,G29003108804002,2.90319E+11,58,4,29
436,110618,G29003108804003,2.90319E+11,59,4,29
437,110619,G29003108804004,2.90319E+11,85,8,29
438,110620,G29003108805001,2.90319E+11,58,4,29
439,110621,G29003108805002,2.90319E+11,30,1,29
440,110622,G29003108805003,2.90319E+11,48,3,29
441,110623,G29003108805004,2.90319E+11,56,4,29
442,110624,G29003108805005,2.90319E+11,79,7,29
443,110625,G29003108805006,2.90319E+11,44,2,29
444,110626,G29003108806001,2.90319E+11,47,3,29
445,110627,G29003108806002,2.90319E+11,40,2,29
446,110628,G29003108806003,2.90319E+11,69,5,29
447,110629,G29003108806004,2.90319E+11,60,4,29
448,110630,G29003108807001,2.90319E+11,45,2,29
449,110631,G29003108807002,2.90319E+11,58,4,29
450,110632,G29003108807003,2.90319E+11,71,6,29
451,110633,G29003108808001,2.90319E+11,GQ,GQ,29
452,110634,G29003108808002,2.90319E+11,86,8,29
453,110635,G29003108809001,2.90319E+11,99,10,29
454,110636,G29003108809002,2.90319E+11,88,8,29
455,110637,G29003108810001,2.90319E+11,67,5,29
456,110638,G29003108810002,2.90319E+11,78,7,29
457,110639,G29003108811001,2.90319E+11,70,6,29
458,110640,G29003108811002,2.90319E+11,65,5,29
459,110641,G29003108811003,2.90319E+11,82,7,29
460,110642,G29003108812001,2.90319E+11,58,4,29
461,110643,G29003108812002,2.90319E+11,30,1,29
462,110644,G29003108812003,2.90319E+11,60,4,29
463,110645,G29003108812004,2.90319E+11,50,3,29
464,110646,G29003108812005,2.90319E+11,63,5,29
465,110647,G29003108813001,2.90319E+11,49,3,29
466,110648,G29003108813002,2.90319E+11,56,4,29
467,110649,G29003108813003,2.90319E+11,60,4,29
468,110650,G29003108813004,2.90319E+11,78,7,29
469,110651,G29003108814001,2.90319E+11,98,10,29
470,110652,G29003108814002,2.90319E+11,100,10,29
471,110653,G29003108814003,2.90319E+11,64,5,29
472,110654,G29003108815001,2.90319E+11,44,2,29
473,110655,G29003108815002,2.90319E+11,45,2,29
474,110656,G29003108815003,2.90319E+11,69,5,29
475,110657,G29003108815004,2.90319E+11,100,10,29
476,110658,G29003108816001,2.90319E+11,91,9,29
477,110659,G29003108816002,2.90319E+11,89,8,29
478,110660,G29003309601001,2.9034E+11,67,5,29
479,110661,G29003309601002,2.9034E+11,80,7,29
480,110662,G29003309601003,2.9034E+11,88,8,29
481,110663,G29003309602001,2.9034E+11,56,4,29
482,110664,G29003309602002,2.9034E+11,78,7,29
483,110665,G29003309602003,2.9034E+11,68,5,29
484,110666,G29003309602004,2.9034E+11,91,9,29
485,110667,G29003309603001,2.9034E+11,76,6,29
486,110668,G29003309603002,2.9034E+11,90,9,29
487,110669,G29003309603003,2.9034E+11,90,9,29
488,110670,G29003309603004,2.9034E+11,98,10,29
489,110671,G29003509601001,2.9036E+11,86,8,29
490,110672,G29003509601002,2.9036E+11,73,6,29
491,110673,G29003509601003,2.9036E+11,93,9,29
492,110674,G29003509602001,2.9036E+11,37,2,29
493,110675,G29003509602002,2.9036E+11,77,7,29
494,110676,G29003509602003,2.9036E+11,86,8,29
495,110677,G29003700600011,2.90371E+11,7,1,29
496,110678,G29003700600012,2.90371E+11,45,2,29
497,110679,G29003700600013,2.90371E+11,60,4,29
498,110680,G29003700600031,2.90371E+11,72,6,29
499,110681,G29003700600032,2.90371E+11,55,3,29
500,110682,G29003700600041,2.90371E+11,71,6,29
501,110683,G29003700600042,2.90371E+11,62,4,29
502,110684,G29003700600043,2.90371E+11,67,5,29
503,110685,G29003700600044,2.90371E+11,41,2,29
504,110686,G29003700601001,2.90371E+11,GQ,GQ,29
505,110687,G29003700601002,2.90371E+11,87,8,29
506,110688,G29003700602021,2.90371E+11,63,5,29
507,110689,G29003700602022,2.90371E+11,40,2,29
508,110690,G29003700602023,2.90371E+11,69,5,29
509,110691,G29003700603011,2.90371E+11,28,1,29
510,110692,G29003700603012,2.90371E+11,45,2,29
511,110693,G29003700603013,2.90371E+11,41,2,29
512,110694,G29003700603021,2.90371E+11,44,2,29
513,110695,G29003700603022,2.90371E+11,71,6,29
514,110696,G29003700603023,2.90371E+11,30,1,29
515,110697,G29003700603051,2.90371E+11,41,2,29
516,110698,G29003700604001,2.90371E+11,20,1,29
517,110699,G29003700604002,2.90371E+11,24,1,29
518,110700,G29003700604003,2.90371E+11,24,1,29
519,110701,G29003700605001,2.90371E+11,33,1,29
520,110702,G29003700605002,2.90371E+11,39,2,29
521,110703,G29003700606001,2.90371E+11,42,2,29
522,110704,G29003700606002,2.90371E+11,82,7,29
523,110705,G29003700606003,2.90371E+11,74,6,29
524,110706,G29003700606004,2.90371E+11,46,2,29
525,110707,G29003700607001,2.90371E+11,81,7,29
526,110708,G29003700607002,2.90371E+11,48,3,29
527,110709,G29003700607003,2.90371E+11,50,3,29
528,110710,G29003700608001,2.90371E+11,48,3,29
529,110711,G29003700608002,2.90371E+11,42,2,29
530,110712,G29003700608003,2.90371E+11,29,1,29
531,110713,G29003700609041,2.90371E+11,77,7,29
532,110714,G29003700609042,2.90371E+11,69,5,29
533,110715,G29003700610011,2.90371E+11,33,1,29
534,110716,G29003700610012,2.90371E+11,42,2,29
535,110717,G29003700610021,2.90371E+11,61,4,29
