,...1,GISJOIN,FIPS,ADI_NATRANK,ADI_STATERNK,STATE
2218,112400,G29010904703004,2.91095E+11,67,5,29
2219,112401,G29010904704001,2.91095E+11,50,3,29
2220,112402,G29010904704002,2.91095E+11,82,7,29
2221,112403,G29010904704003,2.91095E+11,90,9,29
2222,112404,G29010904704004,2.91095E+11,82,7,29
2223,112405,G29010904704005,2.91095E+11,76,7,29
2224,112406,G29010904705001,2.91095E+11,57,4,29
2225,112407,G29010904705002,2.91095E+11,87,8,29
2226,112408,G29010904705003,2.91095E+11,58,4,29
2227,112409,G29010904705004,2.91095E+11,77,7,29
2228,112410,G29010904705005,2.91095E+11,90,9,29
2229,112411,G29010904706011,2.91095E+11,90,9,29
2230,112412,G29010904706012,2.91095E+11,91,9,29
2231,112413,G29010904706013,2.91095E+11,96,10,29
2232,112414,G29010904706014,2.91095E+11,88,8,29
2233,112415,G29010904706021,2.91095E+11,88,8,29
2234,112416,G29010904706022,2.91095E+11,73,6,29
2235,112417,G29010904706023,2.91095E+11,91,9,29
2236,112418,G29011109701001,2.9112E+11,71,6,29
2237,112419,G29011109701002,2.9112E+11,GQ,GQ,29
2238,112420,G29011109701003,2.9112E+11,91,9,29
2239,112421,G29011109702001,2.9112E+11,80,7,29
2240,112422,G29011109702002,2.9112E+11,95,10,29
2241,112423,G29011109702003,2.9112E+11,93,9,29
2242,112424,G29011109703001,2.9112E+11,59,4,29
2243,112425,G29011109703002,2.9112E+11,84,8,29
2244,112426,G29011109703003,2.9112E+11,84,8,29
2245,112427,G29011109704001,2.9112E+11,69,6,29
2246,112428,G29011109704002,2.9112E+11,83,8,29
2247,112429,G29011308101001,2.91138E+11,64,5,29
2248,112430,G29011308101002,2.91138E+11,73,6,29
2249,112431,G29011308101003,2.91138E+11,91,9,29
2250,112432,G29011308102011,2.91138E+11,48,3,29
2251,112433,G29011308102012,2.91138E+11,42,2,29
2252,112434,G29011308102021,2.91138E+11,64,5,29
2253,112435,G29011308102022,2.91138E+11,49,3,29
2254,112436,G29011308102023,2.91138E+11,62,4,29
2255,112437,G29011308102024,2.91138E+11,34,2,29
2256,112438,G29011308102025,2.91138E+11,54,3,29
2257,112439,G29011308103011,2.91138E+11,44,2,29
2258,112440,G29011308103012,2.91138E+11,75,6,29
2259,112441,G29011308103013,2.91138E+11,65,5,29
2260,112442,G29011308103014,2.91138E+11,66,5,29
2261,112443,G29011308103015,2.91138E+11,68,5,29
2262,112444,G29011308103031,2.91138E+11,50,3,29
2263,112445,G29011308103032,2.91138E+11,45,2,29
2264,112446,G29011308103033,2.91138E+11,43,2,29
2265,112447,G29011308103041,2.91138E+11,56,4,29
2266,112448,G29011308103042,2.91138E+11,57,4,29
2267,112449,G29011308103043,2.91138E+11,52,3,29
2268,112450,G29011308104001,2.91138E+11,89,9,29
2269,112451,G29011308104002,2.91138E+11,65,5,29
2270,112452,G29011308104003,2.91138E+11,71,6,29
2271,112453,G29011308104004,2.91138E+11,36,2,29
2272,112454,G29011308104005,2.91138E+11,44,2,29
2273,112455,G29011504901001,2.91155E+11,50,3,29
2274,112456,G29011504901002,2.91155E+11,96,10,29
2275,112457,G29011504901003,2.91155E+11,58,4,29
2276,112458,G29011504902001,2.91155E+11,76,7,29
2277,112459,G29011504902002,2.91155E+11,77,7,29
2278,112460,G29011504902003,2.91155E+11,87,8,29
2279,112461,G29011504903001,2.91155E+11,84,8,29
2280,112462,G29011504903002,2.91155E+11,69,6,29
2281,112463,G29011504903003,2.91155E+11,84,8,29
2282,112464,G29011504903004,2.91155E+11,91,9,29
2283,112465,G29011504904001,2.91155E+11,73,6,29
2284,112466,G29011504904002,2.91155E+11,96,10,29
2285,112467,G29011504904003,2.91155E+11,97,10,29
2286,112468,G29011504904004,2.91155E+11,97,10,29
2287,112469,G29011504905001,2.91155E+11,56,4,29
2288,112470,G29011504905002,2.91155E+11,94,9,29
2289,112471,G29011704801001,2.91175E+11,67,5,29
2290,112472,G29011704802001,2.91175E+11,32,1,29
2291,112473,G29011704802002,2.91175E+11,59,4,29
2292,112474,G29011704802003,2.91175E+11,84,8,29
2293,112475,G29011704802004,2.91175E+11,88,8,29
2294,112476,G29011704803001,2.91175E+11,91,9,29
2295,112477,G29011704803002,2.91175E+11,80,7,29
2296,112478,G29011704803003,2.91175E+11,69,6,29
2297,112479,G29011704804001,2.91175E+11,76,7,29
2298,112480,G29011704804002,2.91175E+11,89,9,29
2299,112481,G29011704805001,2.91175E+11,97,10,29
2300,112482,G29011900701001,2.91191E+11,75,6,29
2301,112483,G29011900701002,2.91191E+11,78,7,29
2302,112484,G29011900701003,2.91191E+11,82,7,29
2303,112485,G29011900701004,2.91191E+11,76,7,29
2304,112486,G29011900702001,2.91191E+11,89,9,29
2305,112487,G29011900702002,2.91191E+11,78,7,29
2306,112488,G29011900702003,2.91191E+11,69,6,29
2307,112489,G29011900702004,2.91191E+11,89,9,29
2308,112490,G29011900703001,2.91191E+11,68,5,29
2309,112491,G29011900703002,2.91191E+11,87,8,29
2310,112492,G29011900703003,2.91191E+11,88,8,29
2311,112493,G29011900703004,2.91191E+11,93,9,29
2312,112494,G29011900704001,2.91191E+11,53,3,29
2313,112495,G29011900704002,2.91191E+11,89,9,29
2314,112496,G29011900704003,2.91191E+11,91,9,29
2315,112497,G29011900704004,2.91191E+11,73,6,29
2316,112498,G29011900704005,2.91191E+11,87,8,29
2317,112499,G29012109601001,2.9122E+11,88,8,29
2318,112500,G29012109601002,2.9122E+11,75,6,29
2319,112501,G29012109601003,2.9122E+11,91,9,29
2320,112502,G29012109602001,2.9122E+11,80,7,29
2321,112503,G29012109602002,2.9122E+11,92,9,29
2322,112504,G29012109602003,2.9122E+11,82,7,29
2323,112505,G29012109603001,2.9122E+11,59,4,29
2324,112506,G29012109603002,2.9122E+11,91,9,29
2325,112507,G29012109603003,2.9122E+11,75,6,29
2326,112508,G29012109603004,2.9122E+11,73,6,29
2327,112509,G29012109604001,2.9122E+11,65,5,29
2328,112510,G29012109604002,2.9122E+11,92,9,29
2329,112511,G29012109604003,2.9122E+11,77,7,29
2330,112512,G29012109605001,2.9122E+11,86,8,29
2331,112513,G29012109605002,2.9122E+11,100,10,29
2332,112514,G29012109605003,2.9122E+11,97,10,29
2333,112515,G29012109605004,2.9122E+11,71,6,29
2334,112516,G29012309601001,2.9124E+11,66,5,29
2335,112517,G29012309601002,2.9124E+11,73,6,29
2336,112518,G29012309601003,2.9124E+11,72,6,29
2337,112519,G29012309601004,2.9124E+11,64,5,29
2338,112520,G29012309602001,2.9124E+11,93,9,29
2339,112521,G29012309602002,2.9124E+11,54,3,29
2340,112522,G29012309602003,2.9124E+11,90,9,29
2341,112523,G29012309602004,2.9124E+11,99,10,29
2342,112524,G29012309602005,2.9124E+11,94,9,29
2343,112525,G29012309603001,2.9124E+11,51,3,29
2344,112526,G29012309603002,2.9124E+11,64,5,29
2345,112527,G29012309603003,2.9124E+11,69,6,29
2346,112528,G29012508801001,2.91259E+11,60,4,29
2347,112529,G29012508801002,2.91259E+11,89,9,29
2348,112530,G29012508802981,2.91259E+11,70,6,29
2349,112531,G29012508802982,2.91259E+11,83,8,29
2350,112532,G29012508803001,2.91259E+11,60,4,29
2351,112533,G29012508803002,2.91259E+11,48,3,29
2352,112534,G29012508803003,2.91259E+11,74,6,29
2353,112535,G29012709601001,2.9128E+11,53,3,29
2354,112536,G29012709601002,2.9128E+11,40,2,29
2355,112537,G29012709601003,2.9128E+11,49,3,29
2356,112538,G29012709602001,2.9128E+11,68,5,29
2357,112539,G29012709602002,2.9128E+11,55,4,29
2358,112540,G29012709602003,2.9128E+11,79,7,29
2359,112541,G29012709602004,2.9128E+11,67,5,29
2360,112542,G29012709603001,2.9128E+11,77,7,29
2361,112543,G29012709603002,2.9128E+11,90,9,29
2362,112544,G29012709603003,2.9128E+11,74,6,29
2363,112545,G29012709603004,2.9128E+11,68,5,29
2364,112546,G29012709604001,2.9128E+11,GQ,GQ,29
2365,112547,G29012709604002,2.9128E+11,69,6,29
2366,112548,G29012709604003,2.9128E+11,71,6,29
2367,112549,G29012709605001,2.9128E+11,90,9,29
2368,112550,G29012709605002,2.9128E+11,87,8,29
2369,112551,G29012709605003,2.9128E+11,89,9,29
2370,112552,G29012709606001,2.9128E+11,57,4,29
2371,112553,G29012709606002,2.9128E+11,88,8,29
2372,112554,G29012709606003,2.9128E+11,77,7,29
2373,112555,G29012709608001,2.9128E+11,99,10,29
2374,112556,G29012709608002,2.9128E+11,GQ,GQ,29
2375,112557,G29012709608003,2.9128E+11,93,9,29
2376,112558,G29012709608004,2.9128E+11,91,9,29
2377,112559,G29012709608005,2.9128E+11,95,10,29
2378,112560,G29012709609001,2.9128E+11,96,10,29
2379,112561,G29012709609002,2.9128E+11,94,9,29
2380,112562,G29012709609003,2.9128E+11,89,9,29
2381,112563,G29012709609004,2.9128E+11,69,6,29
2382,112564,G29012904701001,2.91295E+11,66,5,29
2383,112565,G29012904701002,2.91295E+11,93,9,29
2384,112566,G29012904702001,2.91295E+11,88,8,29
2385,112567,G29012904702002,2.91295E+11,79,7,29
2386,112568,G29013109625001,2.9132E+11,54,3,29
2387,112569,G29013109625002,2.9132E+11,52,3,29
2388,112570,G29013109625003,2.9132E+11,80,7,29
2389,112571,G29013109625004,2.9132E+11,84,8,29
2390,112572,G29013109625005,2.9132E+11,70,6,29
2391,112573,G29013109625006,2.9132E+11,77,7,29
2392,112574,G29013109626001,2.9132E+11,62,4,29
2393,112575,G29013109626002,2.9132E+11,69,6,29
2394,112576,G29013109626003,2.9132E+11,50,3,29
2395,112577,G29013109626004,2.9132E+11,60,4,29
2396,112578,G29013109627001,2.9132E+11,47,3,29
2397,112579,G29013109627002,2.9132E+11,60,4,29
2398,112580,G29013109628001,2.9132E+11,47,3,29
2399,112581,G29013109628002,2.9132E+11,59,4,29
2400,112582,G29013109628003,2.9132E+11,80,7,29
2401,112583,G29013109629001,2.9132E+11,92,9,29
2402,112584,G29013109629002,2.9132E+11,91,9,29
2403,112585,G29013109629003,2.9132E+11,78,7,29
2404,112586,G29013109629004,2.9132E+11,55,4,29
2405,112587,G29013109629005,2.9132E+11,93,9,29
2406,112588,G29013109629006,2.9132E+11,90,9,29
2407,112589,G29013309501001,2.9134E+11,97,10,29
2408,112590,G29013309501002,2.9134E+11,94,9,29
2409,112591,G29013309501003,2.9134E+11,GQ,GQ,29
2410,112592,G29013309502001,2.9134E+11,96,10,29
2411,112593,G29013309502002,2.9134E+11,99,10,29
2412,112594,G29013309502003,2.9134E+11,99,10,29
2413,112595,G29013309502004,2.9134E+11,70,6,29
2414,112596,G29013309503001,2.9134E+11,82,7,29
2415,112597,G29013309503002,2.9134E+11,80,7,29
2416,112598,G29013309504001,2.9134E+11,95,10,29
2417,112599,G29013309504002,2.9134E+11,96,10,29
2418,112600,G29013309504003,2.9134E+11,88,8,29
2419,112601,G29013309504004,2.9134E+11,88,8,29
2420,112602,G29013503851001,2.91354E+11,59,4,29
2421,112603,G29013503851002,2.91354E+11,54,3,29
2422,112604,G29013503851003,2.91354E+11,50,3,29
2423,112605,G29013503852001,2.91354E+11,87,8,29
2424,112606,G29013503852002,2.91354E+11,87,8,29
2425,112607,G29013503852003,2.91354E+11,57,4,29
2426,112608,G29013503853001,2.91354E+11,52,3,29
2427,112609,G29013503853002,2.91354E+11,44,2,29
2428,112610,G29013503853003,2.91354E+11,76,7,29
2429,112611,G29013503854001,2.91354E+11,82,7,29
2430,112612,G29013503854002,2.91354E+11,80,7,29
2431,112613,G29013503854003,2.91354E+11,GQ,GQ,29
2432,112614,G29013709601001,2.9138E+11,88,8,29
2433,112615,G29013709601002,2.9138E+11,89,9,29
2434,112616,G29013709601003,2.9138E+11,58,4,29
2435,112617,G29013709601004,2.9138E+11,59,4,29
2436,112618,G29013709602001,2.9138E+11,62,4,29
2437,112619,G29013709602002,2.9138E+11,68,5,29
2438,112620,G29013709602003,2.9138E+11,90,9,29
2439,112621,G29013709602004,2.9138E+11,93,9,29
2440,112622,G29013709603001,2.9138E+11,73,6,29
2441,112623,G29013709603002,2.9138E+11,89,9,29
2442,112624,G29013709603003,2.9138E+11,74,6,29
2443,112625,G29013909701001,2.914E+11,56,4,29
2444,112626,G29013909701002,2.914E+11,63,5,29
2445,112627,G29013909701003,2.914E+11,92,9,29
2446,112628,G29013909701004,2.914E+11,90,9,29
2447,112629,G29013909702001,2.914E+11,61,4,29
2448,112630,G29013909702002,2.914E+11,87,8,29
2449,112631,G29013909702003,2.914E+11,79,7,29
2450,112632,G29013909703001,2.914E+11,59,4,29
2451,112633,G29013909703002,2.914E+11,81,7,29
2452,112634,G29013909703003,2.914E+11,75,6,29
2453,112635,G29013909703004,2.914E+11,72,6,29
2454,112636,G29013909704001,2.914E+11,96,10,29
2455,112637,G29013909704002,2.914E+11,60,4,29
2456,112638,G29013909704003,2.914E+11,83,8,29
2457,112639,G29014104701001,2.91415E+11,66,5,29
2458,112640,G29014104701002,2.91415E+11,46,2,29
2459,112641,G29014104701003,2.91415E+11,81,7,29
2460,112642,G29014104701004,2.91415E+11,74,6,29
2461,112643,G29014104702001,2.91415E+11,56,4,29
2462,112644,G29014104702002,2.91415E+11,60,4,29
2463,112645,G29014104702003,2.91415E+11,95,10,29
2464,112646,G29014104703001,2.91415E+11,85,8,29
2465,112647,G29014104703002,2.91415E+11,94,9,29
2466,112648,G29014104703003,2.91415E+11,91,9,29
2467,112649,G29014104704001,2.91415E+11,65,5,29
2468,112650,G29014104704002,2.91415E+11,72,6,29
2469,112651,G29014104704003,2.91415E+11,60,4,29
2470,112652,G29014104705001,2.91415E+11,90,9,29
2471,112653,G29014104705002,2.91415E+11,71,6,29
2472,112654,G29014104705003,2.91415E+11,61,4,29
2473,112655,G29014104705004,2.91415E+11,86,8,29
2474,112656,G29014309601001,2.9144E+11,58,4,29
2475,112657,G29014309601002,2.9144E+11,88,8,29
2476,112658,G29014309601003,2.9144E+11,98,10,29
2477,112659,G29014309601004,2.9144E+11,92,9,29
2478,112660,G29014309602001,2.9144E+11,95,10,29
2479,112661,G29014309602002,2.9144E+11,88,8,29
2480,112662,G29014309602003,2.9144E+11,99,10,29
2481,112663,G29014309603001,2.9144E+11,99,10,29
2482,112664,G29014309603002,2.9144E+11,90,9,29
2483,112665,G29014309603003,2.9144E+11,70,6,29
2484,112666,G29014309603004,2.9144E+11,100,10,29
2485,112667,G29014309604001,2.9144E+11,95,10,29
2486,112668,G29014309604002,2.9144E+11,86,8,29
2487,112669,G29014309604003,2.9144E+11,100,10,29
2488,112670,G29014309605001,2.9144E+11,75,6,29
2489,112671,G29014309605002,2.9144E+11,90,9,29
2490,112672,G29014309605003,2.9144E+11,96,10,29
2491,112673,G29014309606001,2.9144E+11,100,10,29
2492,112674,G29014309606002,2.9144E+11,89,9,29
2493,112675,G29014309606003,2.9144E+11,71,6,29
2494,112676,G29014309606004,2.9144E+11,81,7,29
2495,112677,G29014500201001,2.9145E+11,58,4,29
2496,112678,G29014500201002,2.9145E+11,88,8,29
2497,112679,G29014500201003,2.9145E+11,96,10,29
2498,112680,G29014500201004,2.9145E+11,92,9,29
2499,112681,G29014500201005,2.9145E+11,97,10,29
2500,112682,G29014500202001,2.9145E+11,71,6,29
2501,112683,G29014500202002,2.9145E+11,68,5,29
2502,112684,G29014500202003,2.9145E+11,73,6,29
2503,112685,G29014500202004,2.9145E+11,91,9,29
2504,112686,G29014500202005,2.9145E+11,91,9,29
2505,112687,G29014500203001,2.9145E+11,71,6,29
2506,112688,G29014500203002,2.9145E+11,76,7,29
2507,112689,G29014500203003,2.9145E+11,61,4,29
2508,112690,G29014500204001,2.9145E+11,43,2,29
2509,112691,G29014500204002,2.9145E+11,85,8,29
2510,112692,G29014500204003,2.9145E+11,65,5,29
2511,112693,G29014500204004,2.9145E+11,80,7,29
2512,112694,G29014500204005,2.9145E+11,65,5,29
2513,112695,G29014500204006,2.9145E+11,79,7,29
2514,112696,G29014500205011,2.9145E+11,62,4,29
2515,112697,G29014500205012,2.9145E+11,50,3,29
2516,112698,G29014500205013,2.9145E+11,31,1,29
2517,112699,G29014500205021,2.9145E+11,63,5,29
2518,112700,G29014500205022,2.9145E+11,55,4,29
2519,112701,G29014500205023,2.9145E+11,76,7,29
2520,112702,G29014500206011,2.9145E+11,23,1,29
2521,112703,G29014500206012,2.9145E+11,67,5,29
2522,112704,G29014500206013,2.9145E+11,57,4,29
2523,112705,G29014500206021,2.9145E+11,62,4,29
2524,112706,G29014500206022,2.9145E+11,50,3,29
2525,112707,G29014500206023,2.9145E+11,61,4,29
2526,112708,G29014500207001,2.9145E+11,88,8,29
2527,112709,G29014500207002,2.9145E+11,80,7,29
2528,112710,G29014500207003,2.9145E+11,85,8,29
2529,112711,G29014500207004,2.9145E+11,70,6,29
2530,112712,G29014500208001,2.9145E+11,67,5,29
2531,112713,G29014500208002,2.9145E+11,59,4,29
2532,112714,G29014500208003,2.9145E+11,63,5,29
2533,112715,G29014500208004,2.9145E+11,72,6,29
2534,112716,G29014500208005,2.9145E+11,86,8,29
2535,112717,G29014500209001,2.9145E+11,92,9,29
2536,112718,G29014500209002,2.9145E+11,94,9,29
2537,112719,G29014500209003,2.9145E+11,69,6,29
2538,112720,G29014500210001,2.9145E+11,84,8,29
2539,112721,G29014500210002,2.9145E+11,72,6,29
2540,112722,G29014704701001,2.91475E+11,85,8,29
2541,112723,G29014704701002,2.91475E+11,91,9,29
2542,112724,G29014704702001,2.91475E+11,65,5,29
2543,112725,G29014704702002,2.91475E+11,94,9,29
2544,112726,G29014704702003,2.91475E+11,65,5,29
2545,112727,G29014704703001,2.91475E+11,66,5,29
2546,112728,G29014704703002,2.91475E+11,51,3,29
2547,112729,G29014704703003,2.91475E+11,GQ,GQ,29
2548,112730,G29014704703004,2.91475E+11,81,7,29
2549,112731,G29014704703005,2.91475E+11,75,6,29
2550,112732,G29014704704001,2.91475E+11,55,4,29
2551,112733,G29014704704002,2.91475E+11,91,9,29
2552,112734,G29014704704003,2.91475E+11,83,8,29
2553,112735,G29014704704004,2.91475E+11,87,8,29
2554,112736,G29014704705001,2.91475E+11,75,6,29
2555,112737,G29014704705002,2.91475E+11,74,6,29
2556,112738,G29014704705003,2.91475E+11,55,4,29
2557,112739,G29014704705004,2.91475E+11,69,6,29
2558,112740,G29014904801001,2.91495E+11,91,9,29
2559,112741,G29014904801002,2.91495E+11,92,9,29
2560,112742,G29014904801003,2.91495E+11,89,9,29
2561,112743,G29014904801004,2.91495E+11,95,10,29
2562,112744,G29014904802001,2.91495E+11,92,9,29
2563,112745,G29014904802002,2.91495E+11,90,9,29
2564,112746,G29014904802003,2.91495E+11,91,9,29
2565,112747,G29014904803001,2.91495E+11,85,8,29
2566,112748,G29014904803002,2.91495E+11,76,7,29
2567,112749,G29014904803003,2.91495E+11,71,6,29
2568,112750,G29015104901001,2.91515E+11,60,4,29
2569,112751,G29015104901002,2.91515E+11,92,9,29
2570,112752,G29015104901003,2.91515E+11,53,3,29
2571,112753,G29015104902001,2.91515E+11,62,4,29
2572,112754,G29015104902002,2.91515E+11,48,3,29
2573,112755,G29015104902003,2.91515E+11,72,6,29
2574,112756,G29015104903001,2.91515E+11,49,3,29
2575,112757,G29015104903002,2.91515E+11,81,7,29
2576,112758,G29015104903003,2.91515E+11,53,3,29
2577,112759,G29015104904001,2.91515E+11,66,5,29
2578,112760,G29015104904002,2.91515E+11,56,4,29
2579,112761,G29015304701001,2.91535E+11,90,9,29
2580,112762,G29015304701002,2.91535E+11,100,10,29
2581,112763,G29015304701003,2.91535E+11,64,5,29
2582,112764,G29015304701004,2.91535E+11,70,6,29
2583,112765,G29015304701005,2.91535E+11,98,10,29
2584,112766,G29015304702001,2.91535E+11,90,9,29
2585,112767,G29015304702002,2.91535E+11,74,6,29
2586,112768,G29015304702003,2.91535E+11,71,6,29
2587,112769,G29015304702004,2.91535E+11,85,8,29
2588,112770,G29015304702005,2.91535E+11,88,8,29
2589,112771,G29015504701001,2.91555E+11,85,8,29
2590,112772,G29015504701002,2.91555E+11,91,9,29
2591,112773,G29015504701003,2.91555E+11,96,10,29
2592,112774,G29015504702001,2.91555E+11,99,10,29
2593,112775,G29015504702002,2.91555E+11,95,10,29
2594,112776,G29015504702003,2.91555E+11,99,10,29
2595,112777,G29015504703001,2.91555E+11,80,7,29
2596,112778,G29015504703002,2.91555E+11,55,4,29
2597,112779,G29015504703003,2.91555E+11,100,10,29
2598,112780,G29015504704001,2.91555E+11,100,10,29
2599,112781,G29015504704002,2.91555E+11,98,10,29
2600,112782,G29015504704003,2.91555E+11,90,9,29
2601,112783,G29015504704004,2.91555E+11,87,8,29
2602,112784,G29015504705001,2.91555E+11,88,8,29
2603,112785,G29015504705002,2.91555E+11,72,6,29
2604,112786,G29015504705003,2.91555E+11,88,8,29
2605,112787,G29015504706001,2.91555E+11,87,8,29
2606,112788,G29015504706002,2.91555E+11,92,9,29
2607,112789,G29015504706003,2.91555E+11,81,7,29
2608,112790,G29015704701001,2.91575E+11,51,3,29
2609,112791,G29015704701002,2.91575E+11,55,4,29
2610,112792,G29015704701003,2.91575E+11,45,2,29
2611,112793,G29015704702001,2.91575E+11,68,5,29
2612,112794,G29015704702002,2.91575E+11,48,3,29
2613,112795,G29015704702003,2.91575E+11,60,4,29
2614,112796,G29015704703001,2.91575E+11,74,6,29
2615,112797,G29015704703002,2.91575E+11,66,5,29
2616,112798,G29015704703003,2.91575E+11,70,6,29
2617,112799,G29015704704001,2.91575E+11,60,4,29
2618,112800,G29015704704002,2.91575E+11,83,8,29
2619,112801,G29015704704003,2.91575E+11,77,7,29
2620,112802,G29015704704004,2.91575E+11,64,5,29
2621,112803,G29015704705001,2.91575E+11,69,6,29
2622,112804,G29015704705002,2.91575E+11,62,4,29
2623,112805,G29015704705003,2.91575E+11,50,3,29
2624,112806,G29015904801001,2.91595E+11,47,3,29
2625,112807,G29015904801002,2.91595E+11,65,5,29
2626,112808,G29015904801003,2.91595E+11,68,5,29
2627,112809,G29015904802001,2.91595E+11,59,4,29
2628,112810,G29015904802002,2.91595E+11,57,4,29
2629,112811,G29015904802003,2.91595E+11,37,2,29
2630,112812,G29015904802004,2.91595E+11,87,8,29
2631,112813,G29015904803001,2.91595E+11,66,5,29
2632,112814,G29015904803002,2.91595E+11,79,7,29
2633,112815,G29015904803003,2.91595E+11,62,4,29
2634,112816,G29015904804001,2.91595E+11,82,7,29
2635,112817,G29015904804002,2.91595E+11,42,2,29
2636,112818,G29015904804003,2.91595E+11,82,7,29
2637,112819,G29015904804004,2.91595E+11,62,4,29
2638,112820,G29015904805001,2.91595E+11,90,9,29
2639,112821,G29015904805002,2.91595E+11,88,8,29
2640,112822,G29015904805003,2.91595E+11,92,9,29
2641,112823,G29015904806001,2.91595E+11,87,8,29
2642,112824,G29015904806002,2.91595E+11,91,9,29
2643,112825,G29015904806003,2.91595E+11,94,9,29
2644,112826,G29015904807001,2.91595E+11,81,7,29
2645,112827,G29015904807002,2.91595E+11,65,5,29
2646,112828,G29015904808001,2.91595E+11,88,8,29
2647,112829,G29015904808002,2.91595E+11,70,6,29
2648,112830,G29015904808003,2.91595E+11,78,7,29
2649,112831,G29015904808004,2.91595E+11,87,8,29
2650,112832,G29015904809001,2.91595E+11,96,10,29
2651,112833,G29015904809002,2.91595E+11,94,9,29
2652,112834,G29015904809003,2.91595E+11,85,8,29
2653,112835,G29015904809004,2.91595E+11,95,10,29
2654,112836,G29015904810001,2.91595E+11,68,5,29
2655,112837,G29015904810002,2.91595E+11,87,8,29
2656,112838,G29015904810003,2.91595E+11,76,7,29
2657,112839,G29015904811001,2.91595E+11,54,3,29
2658,112840,G29015904811002,2.91595E+11,94,9,29
2659,112841,G29015904811003,2.91595E+11,94,9,29
2660,112842,G29015904811004,2.91595E+11,89,9,29
2661,112843,G29015904811005,2.91595E+11,79,7,29
2662,112844,G29016108901001,2.91619E+11,63,5,29
2663,112845,G29016108901002,2.91619E+11,61,4,29
2664,112846,G29016108901003,2.91619E+11,63,5,29
2665,112847,G29016108901004,2.91619E+11,73,6,29
2666,112848,G29016108902001,2.91619E+11,80,7,29
2667,112849,G29016108902002,2.91619E+11,82,7,29
2668,112850,G29016108902003,2.91619E+11,83,8,29
2669,112851,G29016108902004,2.91619E+11,82,7,29
2670,112852,G29016108902005,2.91619E+11,67,5,29
2671,112853,G29016108902006,2.91619E+11,86,8,29
2672,112854,G29016108902007,2.91619E+11,69,6,29
2673,112855,G29016108903001,2.91619E+11,77,7,29
2674,112856,G29016108903002,2.91619E+11,85,8,29
2675,112857,G29016108903003,2.91619E+11,97,10,29
2676,112858,G29016108903004,2.91619E+11,59,4,29
2677,112859,G29016108903005,2.91619E+11,70,6,29
2678,112860,G29016108904001,2.91619E+11,GQ,GQ,29
2679,112861,G29016108904002,2.91619E+11,100,10,29
2680,112862,G29016108904003,2.91619E+11,100,10,29
2681,112863,G29016108905001,2.91619E+11,63,5,29
2682,112864,G29016108905002,2.91619E+11,53,3,29
2683,112865,G29016108905003,2.91619E+11,90,9,29
2684,112866,G29016108906001,2.91619E+11,63,5,29
2685,112867,G29016108906002,2.91619E+11,84,8,29
2686,112868,G29016108906003,2.91619E+11,65,5,29
2687,112869,G29016108907001,2.91619E+11,53,3,29
2688,112870,G29016108907002,2.91619E+11,78,7,29
2689,112871,G29016108907003,2.91619E+11,82,7,29
2690,112872,G29016108908001,2.91619E+11,85,8,29
2691,112873,G29016108908002,2.91619E+11,GQ,GQ,29
2692,112874,G29016108908003,2.91619E+11,GQ,GQ,29
2693,112875,G29016108909001,2.91619E+11,81,7,29
2694,112876,G29016108909002,2.91619E+11,79,7,29
2695,112877,G29016108909003,2.91619E+11,50,3,29
2696,112878,G29016108910001,2.91619E+11,70,6,29
2697,112879,G29016108910002,2.91619E+11,55,4,29
2698,112880,G29016108910003,2.91619E+11,34,2,29
2699,112881,G29016304601001,2.91635E+11,77,7,29
2700,112882,G29016304601002,2.91635E+11,86,8,29
2701,112883,G29016304601003,2.91635E+11,96,10,29
2702,112884,G29016304601004,2.91635E+11,91,9,29
2703,112885,G29016304602001,2.91635E+11,61,4,29
2704,112886,G29016304602002,2.91635E+11,83,8,29
2705,112887,G29016304602003,2.91635E+11,76,7,29
2706,112888,G29016304603001,2.91635E+11,GQ,GQ,29
2707,112889,G29016304603002,2.91635E+11,62,4,29
2708,112890,G29016304603003,2.91635E+11,75,6,29
2709,112891,G29016304603004,2.91635E+11,87,8,29
2710,112892,G29016304604001,2.91635E+11,82,7,29
2711,112893,G29016304604002,2.91635E+11,83,8,29
2712,112894,G29016304604003,2.91635E+11,89,9,29
2713,112895,G29016304605001,2.91635E+11,46,2,29
2714,112896,G29016304605002,2.91635E+11,75,6,29
2715,112897,G29016304605003,2.91635E+11,88,8,29
2716,112898,G29016500300011,2.9165E+11,58,4,29
2717,112899,G29016500300012,2.9165E+11,36,2,29
2718,112900,G29016500300013,2.9165E+11,41,2,29
2719,112901,G29016500300014,2.9165E+11,34,2,29
2720,112902,G29016500300015,2.9165E+11,45,2,29
2721,112903,G29016500300021,2.9165E+11,53,3,29
2722,112904,G29016500300022,2.9165E+11,54,3,29
2723,112905,G29016500301011,2.9165E+11,29,1,29
2724,112906,G29016500301012,2.9165E+11,47,3,29
2725,112907,G29016500301021,2.9165E+11,38,2,29
2726,112908,G29016500301031,2.9165E+11,GQ,GQ,29
2727,112909,G29016500301032,2.9165E+11,9,1,29
2728,112910,G29016500301033,2.9165E+11,58,4,29
2729,112911,G29016500301034,2.9165E+11,50,3,29
2730,112912,G29016500302011,2.9165E+11,20,1,29
2731,112913,G29016500302051,2.9165E+11,49,3,29
2732,112914,G29016500302052,2.9165E+11,42,2,29
